id,name,brand,category,price_min,price_max,buy_link,image_url,created_at,skin_types,concerns,texture,finish,irritation_risk,sensitivity_safe,normalized_name,normalized_brand,updated_at,is_mens,recommendation_tier,size_ml,unit_price_per_10ml,cleansing_profile,uv_filter_type,spf_value,uva_label,water_resistant_minutes,white_cast,eye_sting,pilling_risk,tone_up,review_signals,hwahae_url,market_signals,ingredient_signals,external_source,external_type,external_id,source_url,balm_functional_tags,balm_usage_scope,balm_type,is_primary_moisturizer,balm_caution_tags,balm_research_confidence,product_form
0bced9fe-aa08-4982-bb4a-03fb9ed509c1,어성초 쿼세티놀 모공 딥 클렌징 폼,아누아,cleanser,14000,14000,https://www.hwahae.co.kr/goods/48978,https://img.hwahae.co.kr/commerce/goods/20241207_162559_%EC%A0%9C%EB%AA%A9-%EC%97%86%EC%9D%8C-1.jpg?format=webp&size=600x600&fit=inside,2026-05-24 12:58:54.80952+09,"[""oily"",""combination""]","[""pores"",""oiliness"",""acne"",""redness""]",cream,fresh,medium,false,어성초쿼세티놀모공딥클렌징폼,아누아,2026-07-02 00:18:25.043913+09,false,Tier1,150,933.33,deep_clean,,,,,,,,,"{""source"": ""web_research_plus_hwahae_ranking"", ""updated_at"": ""2026-05-24"", ""hwahae_rank"": 17, ""evidence_labels"": [""heartleaf_quercetinol"", ""pore_deep_cleansing"", ""oily_combination_trouble"", ""bha_sebum""]}",https://www.hwahae.co.kr/goods/%EC%95%84%EB%88%84%EC%95%84-%EC%96%B4%EC%84%B1%EC%B4%88-%EC%BF%BC%EC%84%B8%ED%8B%B0%EB%86%80-%EB%AA%A8%EA%B3%B5-%EB%94%A5-%ED%81%B4%EB%A0%8C%EC%A7%95-%ED%8F%BC-150ml/48978?goods_tab=review_ingredients,"{""rank"": 17, ""source"": ""hwahae_ranking_page"", ""price_krw"": 14000, ""updated_at"": ""2026-05-24"", ""external_id"": ""48978""}","{""source"": ""web_research_summary"", ""updated_at"": ""2026-05-24"", ""web_sources"": [""https://prod.danawa.com/info/?pcode=30708419"", ""https://m.anua.kr/product/detail.html?product_no=254""], ""notable_claims"": [""heartleaf_quercetinol"", ""pore_deep_cleansing"", ""oily_combination_trouble"", ""bha_sebum""]}",hwahae,goods,48978,https://www.hwahae.co.kr/goods/48978,,,,,,,
51d526de-b127-47c4-83f1-64fc1ec4aa10,더마 크림 팩 클렌저 마데카소사이드,메디힐,cleanser,33900,33900,https://www.hwahae.co.kr/goods/75341,https://img.hwahae.co.kr/commerce/goods/20251103_154131_%EC%83%88%20%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%20(26).jpg?format=webp&size=600x600&fit=inside,2026-05-25 17:10:55.073725+09,"[""dry"",""sensitive""]","[""barrier"",""redness"",""dehydration"",""pores""]",cream,dewy,low,true,더마크림팩클렌저마데카소사이드,메디힐,2026-07-02 00:20:29.440178+09,false,Tier1,255,1329.41,balanced,,,,,,,,,"{""source"": ""web_research_plus_hwahae_ranking"", ""updated_at"": ""2026-05-24"", ""hwahae_rank"": 6, ""evidence_labels"": [""madecassoside"", ""soothing_barrier"", ""sensitive_dry"", ""pore_impurity_cleansing""]}",https://www.hwahae.co.kr/goods/%EB%A9%94%EB%94%94%ED%9E%90-only%ED%99%94%ED%95%B4-%EB%8D%94%EB%A7%88-%ED%81%AC%EB%A6%BC-%ED%8C%A9-%ED%81%B4%EB%A0%8C%EC%A0%80-%EB%A7%88%EB%8D%B0%EC%B9%B4%EC%86%8C%EC%82%AC%EC%9D%B4%EB%93%9C-%EB%8D%94%EB%B8%94-%EA%B8%B0%ED%9A%8D-120ml-2PLUS5ml-3/75341?goods_tab=review_ingredients,"{""rank"": 6, ""source"": ""hwahae_ranking_page"", ""price_krw"": 33900, ""updated_at"": ""2026-05-24"", ""external_id"": ""75341""}","{""source"": ""web_research_summary"", ""updated_at"": ""2026-05-24"", ""web_sources"": [""https://medihealshop.com/product/더마-크림-팩-클렌저마데카소사이드-진정-장벽/1659/""], ""notable_claims"": [""madecassoside"", ""soothing_barrier"", ""sensitive_dry"", ""pore_impurity_cleansing""]}",hwahae,goods,75341,https://www.hwahae.co.kr/goods/75341,,,,,,,
d0b4789c-bc0a-46e1-8317-ce498377333e,다시마 앰플 클렌징폼,션리,cleanser,17900,17900,https://www.hwahae.co.kr/goods/70162,https://img.hwahae.co.kr/commerce/goods/20250421_191546_20250207_092840_%ED%8F%BC%ED%81%B4%EB%A0%8C%EC%A7%95_1000_05.jpg?format=webp&size=600x600&fit=inside,2026-05-24 12:58:54.80952+09,"[""oily"",""combination""]","[""pores"",""dehydration""]",cream,natural,medium,false,다시마앰플클렌징폼,션리,2026-07-02 00:20:39.517795+09,false,Tier1,240,745.83,balanced,,,,,,,,,"{""source"": ""web_research_plus_hwahae_ranking"", ""updated_at"": ""2026-05-24"", ""hwahae_rank"": 2, ""evidence_labels"": [""official_all_skin"", ""pore_care"", ""hydration""]}",https://www.hwahae.co.kr/goods/%EC%85%98%EB%A6%AC-only%ED%99%94%ED%95%B4-%EB%8B%A4%EC%8B%9C%EB%A7%88-%EC%95%B0%ED%94%8C-%ED%81%B4%EB%A0%8C%EC%A7%95%ED%8F%BC-120ml-%EB%8D%94%EB%B8%94%EA%B8%B0%ED%9A%8D-PLUS%EB%8B%A4%EC%8B%9C%EB%A7%88-%EB%A7%88%EC%8A%A4%ED%81%AC%ED%8C%A9-5%EB%A7%A4/70162?goods_tab=review_ingredients,"{""rank"": 2, ""source"": ""hwahae_ranking_page"", ""price_krw"": 17900, ""updated_at"": ""2026-05-24"", ""external_id"": ""70162""}","{""source"": ""web_research_summary"", ""updated_at"": ""2026-05-24"", ""web_sources"": [""https://m.shionle.com/product/detail.html?product_no=788"", ""https://m.danawa.com/product/product.html?code=97905821""], ""notable_claims"": [""official_all_skin"", ""pore_care"", ""hydration""]}",hwahae,goods,70162,https://www.hwahae.co.kr/goods/70162,,,,,,,
2fddc273-d7ee-4034-a399-3bfd2cfcafd4,프레시 그린 떡솝 클렌저,아렌시아,cleanser,21300,21300,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000207126,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/10/0000/0020/A00000020712636ko.jpg?l=ko&QT=85&SF=webp&sharpen=1x0.5,2026-05-24 12:58:54.80952+09,"[""oily"",""combination"",""sensitive""]","[""pores"",""oiliness"",""acne"",""dehydration""]",cream,natural,medium,false,프레시그린떡솝클렌저,아렌시아,2026-07-02 00:21:01.809783+09,false,Tier1,120,1775.0,deep_clean,,,,,,,,,"{""source"": ""web_research_plus_hwahae_ranking"", ""updated_at"": ""2026-05-24"", ""hwahae_rank"": 20, ""evidence_labels"": [""blackhead_pore_cleansing"", ""rice_mochi_texture"", ""deep_cleansing"", ""moisture_balance""]}",https://www.hwahae.co.kr/goods/%EC%95%84%EB%A0%8C%EC%8B%9C%EC%95%84-%ED%94%84%EB%A0%88%EC%8B%9C-%EA%B7%B8%EB%A6%B0-%EB%96%A1%EC%86%9D-%ED%81%B4%EB%A0%8C%EC%A0%80-120g/74059?goods_tab=review_ingredients,"{""rank"": 20, ""source"": ""hwahae_ranking_page"", ""price_krw"": 21300, ""updated_at"": ""2026-05-24"", ""external_id"": ""74059""}","{""source"": ""web_research_summary"", ""updated_at"": ""2026-05-24"", ""web_sources"": [""https://arencia.com/product/프레시-그린-클렌저-떡솝-120g/78/"", ""https://www.oliveyoung.co.kr/store/G.do?goodsNo=A000000207126"", ""https://www.amazon.com/ARENCIA-Green-Rice-Fresh-Cleanser/dp/B0C1BMWPR2""], ""notable_claims"": [""blackhead_pore_cleansing"", ""rice_mochi_texture"", ""deep_cleansing"", ""moisture_balance""]}",hwahae,goods,74059,https://www.hwahae.co.kr/goods/74059,,,,,,,
d4f64d02-6d35-435b-8269-b6ed7cd34bad,아쿠아 라이스 약산성 클렌징폼,에스네이처,cleanser,16000,16000,https://www.hwahae.co.kr/goods/48278,https://img.hwahae.co.kr/commerce/goods/20250325_111942_230102_%EC%97%90%EC%8A%A4%EB%84%A4%EC%9D%B4%EC%B2%985704%20(1).jpg?format=webp&size=600x600&fit=inside,2026-05-24 12:58:54.80952+09,"[""dry"",""sensitive"",""combination""]","[""dehydration"",""barrier"",""acne"",""redness""]",cream,dewy,low,true,아쿠아라이스약산성클렌징폼클렌징오일,에스네이처,2026-07-02 00:22:22.892301+09,false,Tier1,240,770.83,low_ph,,,,,,,,,"{""source"": ""web_research_plus_hwahae_ranking"", ""updated_at"": ""2026-05-24"", ""hwahae_rank"": 4, ""evidence_labels"": [""weak_acidic"", ""low_irritation"", ""acne_trouble_prevention"", ""comfortable_finish""]}",https://www.hwahae.co.kr/goods/%EC%97%90%EC%8A%A4%EB%84%A4%EC%9D%B4%EC%B2%98-only%ED%99%94%ED%95%B4-%EC%95%84%EC%BF%A0%EC%95%84-%EB%9D%BC%EC%9D%B4%EC%8A%A4-%EC%95%BD%EC%82%B0%EC%84%B1-%ED%81%B4%EB%A0%8C%EC%A7%95%ED%8F%BC-160mlPLUS80mlPLUS%ED%81%B4%EB%A0%8C%EC%A7%95%EC%98%A4%EC%9D%BC-13ml-%EA%B8%B0%ED%9A%8D/48278?goods_tab=review_ingredients,"{""rank"": 4, ""source"": ""hwahae_ranking_page"", ""price_krw"": 18500, ""updated_at"": ""2026-05-24"", ""external_id"": ""48278""}","{""source"": ""web_research_summary"", ""updated_at"": ""2026-05-24"", ""web_sources"": [""https://snature.kr/product/아쿠아-라이스-약산성-클렌징-폼-160ml/86/"", ""https://www.oliveyoung.co.kr/store/G.do?goodsNo=A000000178633""], ""notable_claims"": [""weak_acidic"", ""low_irritation"", ""acne_trouble_prevention"", ""comfortable_finish""]}",hwahae,goods,48278,https://www.hwahae.co.kr/goods/48278,,,,,,,
65a4be83-a9b7-4b1d-bd58-1b6e99cf66fc,릴리프 하이드레이션 라이트 폼 클렌저,YBK,cleanser,18900,18900,https://www.hwahae.co.kr/goods/58874,https://img.hwahae.co.kr/commerce/goods/20230914_135123_%EC%8D%B8%EB%84%A4%EC%9D%BC)%ED%8F%BC%ED%81%B4%EB%A0%8C%EC%A0%80_230914.jpg?format=webp&size=600x600&fit=inside,2026-05-24 12:58:54.80952+09,"[""dry"",""sensitive"",""combination""]","[""dehydration"",""barrier"",""redness""]",cream,dewy,low,true,릴리프하이드레이션라이트폼클렌저,ybk,2026-07-02 00:22:41.36594+09,false,Tier1,300,630.0,low_ph,,,,,,,,,"{""source"": ""web_research_plus_hwahae_ranking"", ""updated_at"": ""2026-05-24"", ""hwahae_rank"": 7, ""evidence_labels"": [""weak_acidic"", ""hydration"", ""low_irritation_review""]}",https://www.hwahae.co.kr/goods/YBK-only%ED%99%94%ED%95%B4-%EB%A6%B4%EB%A6%AC%ED%94%84-%ED%95%98%EC%9D%B4%EB%93%9C%EB%A0%88%EC%9D%B4%EC%85%98-%EB%9D%BC%EC%9D%B4%ED%8A%B8-%ED%8F%BC-%ED%81%B4%EB%A0%8C%EC%A0%80-150ml-1PLUS1-%EB%8D%94%EB%B8%94%EA%B8%B0%ED%9A%8D/58874?goods_tab=review_ingredients,"{""rank"": 7, ""source"": ""hwahae_ranking_page"", ""price_krw"": 18900, ""updated_at"": ""2026-05-24"", ""external_id"": ""58874""}","{""source"": ""web_research_summary"", ""updated_at"": ""2026-05-24"", ""web_sources"": [""https://ybk-cosmetics.com/product/릴리프-하이드레이션-라이트-폼-클렌저-150ml/18/""], ""notable_claims"": [""weak_acidic"", ""hydration"", ""low_irritation_review""]}",hwahae,goods,58874,https://www.hwahae.co.kr/goods/58874,,,,,,,
009e0339-fa00-429e-a1c2-2a23eb4707f8,어린쑥 클렌징 흡착 팩폼,한율,cleanser,23800,23800,https://www.hwahae.co.kr/goods/62599,https://img.hwahae.co.kr/commerce/goods/20260407_140650_3_%EC%96%B4%EB%A6%B0%EC%91%A5_%ED%81%B4%EB%A0%8C%EC%A7%95_%ED%9D%A1%EC%B0%A9%ED%8C%A9%ED%8F%BC_120ml.jpg?format=webp&size=600x600&fit=inside,2026-05-24 12:58:54.80952+09,"[""oily"",""combination""]","[""pores"",""oiliness"",""acne""]",cream,fresh,medium,false,어린쑥클렌징흡착팩폼,한율,2026-07-02 00:23:05.797132+09,false,Tier1,120,1983.33,deep_clean,,,,,,,,,"{""source"": ""web_research_plus_hwahae_ranking"", ""updated_at"": ""2026-05-24"", ""hwahae_rank"": 15, ""evidence_labels"": [""alkaline"", ""sebum_cleansing"", ""black_white_head_cleansing"", ""low_irritation_test""]}",https://www.hwahae.co.kr/goods/%ED%95%9C%EC%9C%A8-%EC%96%B4%EB%A6%B0%EC%91%A5-%ED%81%B4%EB%A0%8C%EC%A7%95-%ED%9D%A1%EC%B0%A9-%ED%8C%A9%ED%8F%BC-120ml/62599?goods_tab=review_ingredients,"{""rank"": 15, ""source"": ""hwahae_ranking_page"", ""price_krw"": 23800, ""updated_at"": ""2026-05-24"", ""external_id"": ""62599""}","{""source"": ""web_research_summary"", ""updated_at"": ""2026-05-24"", ""web_sources"": [""https://www.hanyul.com/kr/ko/product/pure-artemisia-deep-clarifying-mask-to-foam-cleanser.html""], ""notable_claims"": [""alkaline"", ""sebum_cleansing"", ""black_white_head_cleansing"", ""low_irritation_test""]}",hwahae,goods,62599,https://www.hwahae.co.kr/goods/62599,,,,,,,
15420430-2a68-49e2-ab53-716d9c4ff45e,햇쌀 데일리 폼 클렌저,프리메이,cleanser,14900,14900,https://www.hwahae.co.kr/goods/73508,https://img.hwahae.co.kr/commerce/goods/20250926_104731_2%20(1).jpg?format=webp&size=600x600&fit=inside,2026-05-24 12:58:54.80952+09,"[""dry"",""sensitive"",""combination""]","[""dehydration"",""barrier"",""redness""]",cream,dewy,low,true,햇쌀데일리폼클렌저,프리메이,2026-07-02 00:23:14.722017+09,false,Tier1,300,496.67,balanced,,,,,,,,,"{""source"": ""web_research_plus_hwahae_ranking"", ""updated_at"": ""2026-05-24"", ""hwahae_rank"": 8, ""evidence_labels"": [""all_skin"", ""rice_bran"", ""hyaluronic_acid"", ""centella_soothing"", ""non_squeaky_review""]}",https://www.hwahae.co.kr/goods/%ED%94%84%EB%A6%AC%EB%A9%94%EC%9D%B4-only%ED%99%94%ED%95%B4-%ED%96%87%EC%8C%80-%EB%8D%B0%EC%9D%BC%EB%A6%AC-%ED%8F%BC-%ED%81%B4%EB%A0%8C%EC%A0%80-150ml-%EB%8D%94%EB%B8%94%EA%B8%B0%ED%9A%8D-PLUS%EC%98%AC%EB%A6%AC%EB%B8%8C-%EB%A7%88%EC%8A%A4%ED%81%AC-1%EB%A7%A4-%EC%A6%9D%EC%A0%95/73508?goods_tab=review_ingredients,"{""rank"": 8, ""source"": ""hwahae_ranking_page"", ""price_krw"": 14900, ""updated_at"": ""2026-05-24"", ""external_id"": ""73508""}","{""source"": ""web_research_summary"", ""updated_at"": ""2026-05-24"", ""web_sources"": [""https://www.glowpick.com/products/184484"", ""https://www.i-beautyleader.com/shop/item.php?it_id=1758703264""], ""notable_claims"": [""all_skin"", ""rice_bran"", ""hyaluronic_acid"", ""centella_soothing"", ""non_squeaky_review""]}",hwahae,goods,73508,https://www.hwahae.co.kr/goods/73508,,,,,,,
0b59cb66-ab03-4a0d-815e-7a94a5c7ae65,세이프 미 클렌징폼,메이크프렘,cleanser,21900,21900,https://www.hwahae.co.kr/goods/42891,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/10/0000/0011/A00000011774523ko.jpg?l=ko&QT=85&SF=webp&sharpen=1x0.5,2026-05-24 12:58:54.80952+09,"[""dry"",""sensitive"",""combination""]","[""barrier"",""dehydration"",""redness""]",cream,dewy,low,true,세이프미클렌징폼,메이크프렘,2026-07-02 00:23:39.426276+09,false,Tier1,340,644.12,low_ph,,,,,,,,,"{""source"": ""web_research_plus_hwahae_ranking"", ""updated_at"": ""2026-05-24"", ""hwahae_rank"": 11, ""evidence_labels"": [""safe_me"", ""moisture"", ""weak_acidic_review"", ""low_irritation""]}",https://www.hwahae.co.kr/goods/%EB%A9%94%EC%9D%B4%ED%81%AC%ED%94%84%EB%A0%98-only%ED%99%94%ED%95%B4-%EC%84%B8%EC%9D%B4%ED%94%84-%EB%AF%B8-%ED%81%B4%EB%A0%8C%EC%A7%95%ED%8F%BC-170ml-%EB%8D%94%EB%B8%94%EA%B8%B0%ED%9A%8D-PLUS%EB%B0%80%ED%81%AC-21mlPLUS%ED%81%AC%EB%A6%BC-10ml/42891?goods_tab=review_ingredients,"{""rank"": 11, ""source"": ""hwahae_ranking_page"", ""price_krw"": 21900, ""updated_at"": ""2026-05-24"", ""external_id"": ""42891""}","{""source"": ""web_research_summary"", ""updated_at"": ""2026-05-24"", ""web_sources"": [""https://www.makeprem.com/goods/goods_view.php?goodsNo=1037""], ""notable_claims"": [""safe_me"", ""moisture"", ""weak_acidic_review"", ""low_irritation""]}",hwahae,goods,42891,https://www.hwahae.co.kr/goods/42891,,,,,,,
63300ce0-9bb7-4ce5-98d5-5c59ae283cda,그린 토마토 클레이 팩 클렌저,풀리,cleanser,19800,19800,https://www.hwahae.co.kr/goods/63723,https://img.hwahae.co.kr/commerce/goods/20240905_181423_%EA%B7%B8%EB%A6%B0%ED%86%A0%EB%A7%88%ED%86%A0_%ED%8C%A9%ED%81%B4%EB%A0%8C%EC%A0%80.jpg?format=webp&size=600x600&fit=inside,2026-05-24 12:58:54.80952+09,"[""oily"",""combination""]","[""pores"",""oiliness"",""acne""]",cream,fresh,medium,false,그린토마토클레이팩클렌저,풀리,2026-07-02 00:23:27.098276+09,false,Tier1,120,1650.0,deep_clean,,,,,,,,,"{""source"": ""web_research_plus_hwahae_ranking"", ""updated_at"": ""2026-05-24"", ""hwahae_rank"": 13, ""evidence_labels"": [""clay"", ""pore_impurity"", ""sebum_blackhead"", ""pack_to_foam""]}",https://www.hwahae.co.kr/goods/%ED%92%80%EB%A6%AC-%EA%B7%B8%EB%A6%B0-%ED%86%A0%EB%A7%88%ED%86%A0-%ED%81%B4%EB%A0%88%EC%9D%B4-%ED%8C%A9-%ED%81%B4%EB%A0%8C%EC%A0%80-120ml/63723?goods_tab=review_ingredients,"{""rank"": 13, ""source"": ""hwahae_ranking_page"", ""price_krw"": 19800, ""updated_at"": ""2026-05-24"", ""external_id"": ""63723""}","{""source"": ""web_research_summary"", ""updated_at"": ""2026-05-24"", ""web_sources"": [""https://full-y.co.kr/product/화해-1위-그린-토마토-클레이-팩-클렌저-120ml/28/"", ""https://www.hwahae.co.kr/goods/풀리-그린-토마토-클레이-팩-클렌저-120ml/63723""], ""notable_claims"": [""clay"", ""pore_impurity"", ""sebum_blackhead"", ""pack_to_foam""]}",hwahae,goods,63723,https://www.hwahae.co.kr/goods/63723,,,,,,,
