id,name,brand,category,price_min,price_max,buy_link,image_url,created_at,skin_types,concerns,texture,finish,irritation_risk,sensitivity_safe,normalized_name,normalized_brand,updated_at,is_mens,recommendation_tier,size_ml,unit_price_per_10ml,cleansing_profile,uv_filter_type,spf_value,uva_label,water_resistant_minutes,white_cast,eye_sting,pilling_risk,tone_up,review_signals,hwahae_url,market_signals,ingredient_signals,external_source,external_type,external_id,source_url,balm_functional_tags,balm_usage_scope,balm_type,is_primary_moisturizer,balm_caution_tags,balm_research_confidence,product_form
d4e752ca-81bb-49bf-b74d-03d388830f47,서양송악 순수 로션,퓨어솜,moisturizer_lotion_emulsion,23500,23500,https://puresomme.com/product/detail.html?product_no=32,https://puresomme.com/web/product/big/202606/9eefcba4b26588de65064a601a260c02.jpg,2026-06-07 19:06:31.410472+09,"[""combination"",""dry"",""oily"",""sensitive""]","[""barrier"",""dehydration"",""redness""]",lotion,fresh,low,true,서양송악순수로션,퓨어솜,2026-07-02 00:44:16.359158+09,false,sensitive_large,450,522.22,,,,,,,,,,"{""note"": ""official: low-irritation 0.00, EWG green, no 20 caution ingredients/allergens"", ""rank"": 17, ""source"": ""hwahae_candidate"", ""concern"": ""all"", ""category"": ""moisturizer_lotion_emulsion"", ""normalized_name"": ""서양송악순수로션"", ""normalized_brand"": ""퓨어솜""}",https://www.hwahae.co.kr/goods/%ED%93%A8%EC%96%B4%EC%86%9C-%EC%84%9C%EC%96%91%EC%86%A1%EC%95%85-%EC%88%9C%EC%88%98-%EB%A1%9C%EC%85%98-450ml/71802?goods_tab=review_ingredients,"{""price"": 23500, ""source"": ""hwahae_candidate"", ""updated_at"": ""2026-05-26"", ""external_url"": ""https://www.hwahae.co.kr/goods/71802"", ""bundle_size_ml"": 450, ""unit_price_per_10ml"": 522.22}","{""source"": ""web_manual_mapping"", ""confidence"": ""medium"", ""source_note"": ""official: low-irritation 0.00, EWG green, no 20 caution ingredients/allergens"", ""inferred_tags"": [""soothing"", ""sensitivity"", ""hydration"", ""barrier""]}",hwahae,goods,71802,,,,,,,,
e8d1bb9d-1a8b-430b-a79d-79d16b18ce5e,울트라 페이셜 모이스처라이징 로션,시드물,moisturizer_lotion_emulsion,9900,9900,https://www.hwahae.co.kr/goods/6129,https://img.hwahae.co.kr/commerce/goods/6129_06133702view.jpg?format=webp&size=600x600&fit=inside,2026-06-07 19:06:31.410472+09,"[""combination"",""dry"",""sensitive""]","[""dehydration"",""redness""]",lotion,dewy,low,true,울트라페이셜모이스처라이징로션,시드물,2026-07-02 00:45:09.851485+09,false,facial_moisture,80,1237.50,,,,,,,,,,"{""note"": ""retailer/price source: dry skin, brightening functional, moisture supply"", ""rank"": 18, ""source"": ""hwahae_candidate"", ""concern"": ""all"", ""category"": ""moisturizer_lotion_emulsion"", ""normalized_name"": ""울트라페이셜모이스처라이징로션"", ""normalized_brand"": ""시드물""}",https://www.hwahae.co.kr/goods/%EC%8B%9C%EB%93%9C%EB%AC%BC-%EC%9A%B8%ED%8A%B8%EB%9D%BC-%ED%8E%98%EC%9D%B4%EC%85%9C-%EB%AA%A8%EC%9D%B4%EC%8A%A4%EC%B2%98%EB%9D%BC%EC%9D%B4%EC%A7%95-%EB%A1%9C%EC%85%98-80g/6129?goods_tab=review_ingredients,"{""price"": 9900, ""source"": ""hwahae_candidate"", ""updated_at"": ""2026-05-26"", ""external_url"": ""https://www.hwahae.co.kr/goods/6129"", ""bundle_size_ml"": 80, ""unit_price_per_10ml"": 1237.5}","{""source"": ""web_manual_mapping"", ""confidence"": ""medium"", ""source_note"": ""retailer/price source: dry skin, brightening functional, moisture supply"", ""inferred_tags"": [""hydration"", ""dryness"", ""brightening"", ""sensitivity""]}",hwahae,goods,6129,,,,,,,,
ffbaebea-2515-4c5f-8403-cd9a56830ae4,세라엠디 리페어 로션,더마비,moisturizer_lotion_emulsion,22000,22000,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000216987,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/10/0000/0021/A00000021698722ko.jpg?l=ko&QT=85&SF=webp&sharpen=1x0.5,2026-06-07 19:06:31.410472+09,"[""dry"",""sensitive""]","[""barrier"",""dehydration"",""redness""]",lotion,dewy,low,true,세라엠디리페어로션랜덤바디로션,더마비,2026-07-02 00:44:25.917983+09,false,body_barrier,400,550,,,,,,,,,,"{""note"": ""retailer/news: Cerapanthe-some, ceramide/panthenol, low-irritation body/face lotion"", ""rank"": 13, ""source"": ""hwahae_candidate"", ""concern"": ""all"", ""category"": ""moisturizer_lotion_emulsion"", ""normalized_name"": ""세라엠디리페어로션랜덤바디로션"", ""normalized_brand"": ""더마비""}",https://www.hwahae.co.kr/goods/%EB%8D%94%EB%A7%88%EB%B9%84-%EC%84%B8%EB%9D%BC%EC%97%A0%EB%94%94-%EB%A6%AC%ED%8E%98%EC%96%B4-%EB%A1%9C%EC%85%98-400ml-2%EA%B0%9C-PLUS-%EB%9E%9C%EB%8D%A4-%EB%B0%94%EB%94%94%EB%A1%9C%EC%85%98-20ml-2%EA%B0%9C/73272?goods_tab=review_ingredients,"{""price"": 32000, ""source"": ""hwahae_candidate"", ""updated_at"": ""2026-05-26"", ""external_url"": ""https://www.hwahae.co.kr/goods/73272"", ""bundle_size_ml"": 840, ""unit_price_per_10ml"": 380.95}","{""source"": ""web_manual_mapping"", ""confidence"": ""medium"", ""source_note"": ""retailer/news: Cerapanthe-some, ceramide/panthenol, low-irritation body/face lotion"", ""inferred_tags"": [""barrier"", ""dryness"", ""hydration"", ""soothing""]}",hwahae,goods,73272,,,,,,,,
93d11022-2b8c-4a72-a3a1-9f69655b9e91,스킨 베리어 카밍 로션 EX,온그리디언츠,moisturizer_lotion_emulsion,28000,28000,https://ongredients.cafe24.com/product/속광장벽-스킨-베리어-카밍-로션-ex-220ml/62/,https://ecimg.cafe24img.com/pg1543b76310364036/ongredients/web/product/big/20260415/511273a867ded544f1edf38b2e5deab1.png,2026-06-07 19:06:31.410472+09,"[""combination"",""dry"",""oily"",""sensitive""]","[""barrier"",""dehydration"",""redness""]",lotion,dewy,low,true,스킨베리어카밍로션ex,온그리디언츠,2026-07-02 00:46:10.640254+09,false,barrier_glow,220,1272.73,,,,,,,,,,"{""note"": ""official/costco: barrier calming lotion, all skin types, lotion step"", ""rank"": 9, ""source"": ""hwahae_candidate"", ""concern"": ""all"", ""category"": ""moisturizer_lotion_emulsion"", ""normalized_name"": ""스킨베리어카밍로션ex"", ""normalized_brand"": ""온그리디언츠""}",https://www.hwahae.co.kr/goods/%EC%98%A8%EA%B7%B8%EB%A6%AC%EB%94%94%EC%96%B8%EC%B8%A0-%ED%88%AC%EB%AA%85%EB%8F%842%EB%B0%B0-%EC%8A%A4%ED%82%A8-%EB%B2%A0%EB%A6%AC%EC%96%B4-%EC%B9%B4%EB%B0%8D-%EB%A1%9C%EC%85%98-EX-220ml/62643?goods_tab=review_ingredients,"{""price"": 28000, ""source"": ""hwahae_candidate"", ""updated_at"": ""2026-05-26"", ""external_url"": ""https://www.hwahae.co.kr/goods/62643"", ""bundle_size_ml"": 220, ""unit_price_per_10ml"": 1272.73}","{""source"": ""web_manual_mapping"", ""confidence"": ""medium"", ""source_note"": ""official/costco: barrier calming lotion, all skin types, lotion step"", ""inferred_tags"": [""barrier"", ""hydration"", ""soothing"", ""dehydration""]}",hwahae,goods,62643,,,,,,,,
47a8a197-40d4-41df-b1ed-7f85eb458a3d,탄탄 모공 펩타노산™ 단백질 로션,스킨웨이비,moisturizer_lotion_emulsion,29700,29700,https://skinwavey.co.kr/product/탄탄-모공-펩타노산-단백질-로션/55/,https://img.hwahae.co.kr/commerce/goods/20250805_154622_3.jpg?format=webp&size=600x600&fit=inside,2026-06-07 19:06:31.410472+09,"[""combination"",""oily""]","[""dehydration"",""pores"",""uneven_tone""]",lotion,dewy,medium,true,탄탄모공펩타노산단백질로션,스킨웨이비,2026-07-02 00:46:13.248219+09,false,pore_elasticity,120,2475.00,,,,,,,,,,"{""note"": ""official: Peptanosan/oat peptide, pore elasticity, 100h moisture, anti-glycation positioning"", ""rank"": 20, ""source"": ""hwahae_candidate"", ""concern"": ""all"", ""category"": ""moisturizer_lotion_emulsion"", ""normalized_name"": ""탄탄모공펩타노산단백질로션"", ""normalized_brand"": ""스킨웨이비""}",https://www.hwahae.co.kr/goods/%EC%8A%A4%ED%82%A8%EC%9B%A8%EC%9D%B4%EB%B9%84-%ED%83%84%ED%83%84-%EB%AA%A8%EA%B3%B5-%ED%8E%A9%ED%83%80%EB%85%B8%EC%82%B0-%EB%8B%A8%EB%B0%B1%EC%A7%88-%EB%A1%9C%EC%85%98-120ml/72564?goods_tab=review_ingredients,"{""price"": 29700, ""source"": ""hwahae_candidate"", ""updated_at"": ""2026-05-26"", ""external_url"": ""https://www.hwahae.co.kr/goods/72564"", ""bundle_size_ml"": 120, ""unit_price_per_10ml"": 2475.0}","{""source"": ""web_manual_mapping"", ""confidence"": ""medium"", ""source_note"": ""official: Peptanosan/oat peptide, pore elasticity, 100h moisture, anti-glycation positioning"", ""inferred_tags"": [""pores"", ""elasticity"", ""hydration"", ""texture""]}",hwahae,goods,72564,,,,,,,,
deaacf29-585c-4e1b-a7c3-73a243e69c2e,더 심플 데일리 로션,싸이닉,moisturizer_lotion_emulsion,15000,15000,https://scinic.com/product/싸이닉-더-심플-데일리-로션-300ml/43/,https://img.hwahae.co.kr/commerce/goods/20241121_135622_%EC%8B%AC%ED%94%8C%EB%A1%9C%EC%85%98%EB%8C%80%EC%9A%A9%EB%9F%89.jpg?format=webp&size=600x600&fit=inside,2026-06-07 19:06:31.410472+09,"[""combination"",""dry"",""oily"",""sensitive""]","[""dehydration"",""oiliness"",""redness""]",lotion,fresh,low,true,더심플데일리로션,싸이닉,2026-07-02 00:43:57.317609+09,false,daily_basic,300,500,,,,,,,,,,"{""note"": ""official: mild acidic daily hydrating lotion"", ""rank"": 4, ""source"": ""hwahae_candidate"", ""concern"": ""all"", ""category"": ""moisturizer_lotion_emulsion"", ""normalized_name"": ""더심플데일리로션"", ""normalized_brand"": ""싸이닉""}",https://www.hwahae.co.kr/goods/%EC%8B%B8%EC%9D%B4%EB%8B%89-%EB%8D%94-%EC%8B%AC%ED%94%8C-%EB%8D%B0%EC%9D%BC%EB%A6%AC-%EB%A1%9C%EC%85%98-300ml-3%EA%B0%9C/78501?goods_tab=review_ingredients,"{""price"": 31900, ""source"": ""hwahae_candidate"", ""updated_at"": ""2026-05-26"", ""external_url"": ""https://www.hwahae.co.kr/goods/78501"", ""bundle_size_ml"": 900, ""unit_price_per_10ml"": 354.44}","{""source"": ""web_manual_mapping"", ""confidence"": ""medium"", ""source_note"": ""official: mild acidic daily hydrating lotion"", ""inferred_tags"": [""hydration"", ""soothing"", ""oil_water_balance"", ""sensitivity""]}",hwahae,goods,78501,,,,,,,,
3f12f933-9525-4ee1-80c5-257daf40d902,수딩 젤 로션,아토팜,moisturizer_lotion_emulsion,26000,26000,https://neopharmshop.co.kr/product/아토팜-수딩-젤-로션-160ml/2175/,https://img.hwahae.co.kr/commerce/goods/20260428_163848_%EA%B3%A0%EC%A0%95%EC%9D%B4%EB%AF%B8%EC%A7%80_%EC%88%98%EB%94%A9%EC%A0%A42.jpg?format=webp&size=600x600&fit=inside,2026-06-07 19:06:31.410472+09,"[""combination"",""dry"",""oily"",""sensitive""]","[""dehydration"",""redness""]",lotion,fresh,low,true,수딩젤로션,아토팜,2026-07-02 00:44:33.944195+09,false,soothing_light,160,1620,,,,,,,,,,"{""note"": ""official: soothing gel lotion for heated/red sensitive skin; all ages"", ""rank"": 5, ""source"": ""hwahae_candidate"", ""concern"": ""all"", ""category"": ""moisturizer_lotion_emulsion"", ""normalized_name"": ""수딩젤로션"", ""normalized_brand"": ""아토팜""}",https://www.hwahae.co.kr/goods/%EC%95%84%ED%86%A0%ED%8C%9C-%EC%88%98%EB%94%A9-%EC%A0%A4-%EB%A1%9C%EC%85%98-160mlPLUS160ml/74198?goods_tab=review_ingredients,"{""price"": 32800, ""source"": ""hwahae_candidate"", ""updated_at"": ""2026-05-26"", ""external_url"": ""https://www.hwahae.co.kr/goods/74198"", ""bundle_size_ml"": 320, ""unit_price_per_10ml"": 1025.0}","{""source"": ""web_manual_mapping"", ""confidence"": ""medium"", ""source_note"": ""official: soothing gel lotion for heated/red sensitive skin; all ages"", ""inferred_tags"": [""soothing"", ""redness"", ""hydration"", ""sensitivity""]}",hwahae,goods,74198,,,,,,,,
e4f25cfc-293d-47f8-8eea-70e4b0ec1c7b,블루빈 B5-PDRN 마일드 로션,브링그린,moisturizer_lotion_emulsion,21000,21000,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000234380,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/10/0000/0023/A00000023438009ko.jpg?l=ko&QT=85&SF=webp&sharpen=1x0.5,2026-06-07 19:06:31.410472+09,"[""combination"",""sensitive""]","[""barrier"",""dehydration"",""redness""]",lotion,fresh,low,true,블루빈b5pdrn마일드로션,브링그린,2026-06-09 09:58:34.937653+09,false,mild_barrier,230,913.04,,,,,,,,,,"{""note"": ""retailer/news: Bluebean B5-PDRN for hydration/nutrition/barrier support"", ""rank"": 12, ""source"": ""hwahae_candidate"", ""concern"": ""all"", ""category"": ""moisturizer_lotion_emulsion"", ""normalized_name"": ""블루빈b5pdrn마일드로션"", ""normalized_brand"": ""브링그린""}",https://www.hwahae.co.kr/products/2158011,"{""price"": 21000, ""source"": ""hwahae_candidate"", ""updated_at"": ""2026-05-26"", ""external_url"": ""https://www.hwahae.co.kr/products/2158011"", ""bundle_size_ml"": 230, ""unit_price_per_10ml"": 913.04}","{""source"": ""web_manual_mapping"", ""confidence"": ""medium"", ""source_note"": ""retailer/news: Bluebean B5-PDRN for hydration/nutrition/barrier support"", ""inferred_tags"": [""barrier"", ""hydration"", ""sensitivity"", ""soothing""]}",hwahae,products,2158011,,,,,,,,
9a98cc54-6238-4ed6-91d0-200f5203f46c,모이스쳐 라이징 로션,세타필,moisturizer_lotion_emulsion,15300,15300,https://www.hwahae.co.kr/products/1980180,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/10/0000/0015/A000000157452101ko.jpg?l=ko&QT=85&SF=webp&sharpen=1x0.5,2026-06-07 19:06:31.410472+09,"[""combination"",""dry"",""sensitive""]","[""barrier"",""dehydration"",""redness""]",lotion,dewy,low,true,모이스춰라이징로션,세타필,2026-06-09 10:02:01.994401+09,false,basic_moisture,,,,,,,,,,,,"{""note"": ""official: dry to normal sensitive skin, 48h hydration, niacinamide/panthenol/glycerin"", ""rank"": 14, ""source"": ""hwahae_candidate"", ""concern"": ""all"", ""category"": ""moisturizer_lotion_emulsion"", ""normalized_name"": ""모이스춰라이징로션"", ""normalized_brand"": ""세타필""}",https://www.hwahae.co.kr/products/1980180,"{""price"": 15300, ""source"": ""hwahae_candidate"", ""updated_at"": ""2026-05-26"", ""external_url"": ""https://www.hwahae.co.kr/products/1980180"", ""bundle_size_ml"": null, ""unit_price_per_10ml"": null}","{""source"": ""web_manual_mapping"", ""confidence"": ""medium"", ""source_note"": ""official: dry to normal sensitive skin, 48h hydration, niacinamide/panthenol/glycerin"", ""inferred_tags"": [""dryness"", ""hydration"", ""sensitivity"", ""barrier""]}",hwahae,products,1980180,,,,,,,,
bd98f785-15c8-4800-af64-d39c3ad873a0,MLE 로션,아토팜,moisturizer_lotion_emulsion,30000,30000,https://neopharmshop.co.kr/product/아토팜-mle-로션-300ml/2184/,https://cafe24img.poxo.com/neopharmshop/web/product/big/202604/60aaa0c7bf6fb46538c8de1c33283bd0.jpg,2026-06-07 19:06:31.410472+09,"[""combination"",""dry"",""sensitive""]","[""barrier"",""dehydration"",""redness""]",lotion,dewy,low,true,mle로션,아토팜,2026-07-02 00:43:37.371083+09,false,core_barrier,600,1016.67,,,,,,,,,,"{""note"": ""official: MLE/Omega-Ceramide-16/Lipimoide barrier moisturizing"", ""rank"": 2, ""source"": ""hwahae_candidate"", ""concern"": ""all"", ""category"": ""moisturizer_lotion_emulsion"", ""normalized_name"": ""mle로션"", ""normalized_brand"": ""아토팜""}",https://www.hwahae.co.kr/goods/%EC%95%84%ED%86%A0%ED%8C%9C-MLE-%EB%A1%9C%EC%85%98-300mlPLUS300ml/74200?goods_tab=review_ingredients,"{""price"": 61000, ""source"": ""hwahae_candidate"", ""updated_at"": ""2026-05-26"", ""external_url"": ""https://www.hwahae.co.kr/goods/74200"", ""bundle_size_ml"": 600, ""unit_price_per_10ml"": 1016.67}","{""source"": ""web_manual_mapping"", ""confidence"": ""medium"", ""source_note"": ""official: MLE/Omega-Ceramide-16/Lipimoide barrier moisturizing"", ""inferred_tags"": [""barrier"", ""dryness"", ""hydration"", ""sensitivity""]}",hwahae,goods,74200,,,,,,,,
